team,season_year,home_games,away_games,home_win_pct,away_win_pct,home_avg_score,away_avg_score
Philadelphia 76ers,1994,41,42,34.1,26.2,99.8,96.4
Milwaukee Bucks,1994,41,40,31.7,20.0,98.4,98.3
Dallas Mavericks,1994,42,39,31.0,28.2,98.1,100.3
Minnesota Timberwolves,1994,40,40,30.0,15.0,94.3,96.0
Detroit Pistons,1994,39,42,28.2,23.8,97.8,98.2
Los Angeles Clippers,1994,41,43,26.8,20.9,101.2,100.2
New York Knicks,1993,49,46,85.7,58.7,103.0,99.9
Houston Rockets,1993,45,52,82.2,65.4,107.1,99.4
Seattle SuperSonics,1993,51,49,80.4,57.1,109.9,102.7
Phoenix Suns,1993,56,51,78.6,60.8,111.9,109.2
Denver Nuggets,1993,41,42,78.0,26.2,107.6,100.1
Cleveland Cavaliers,1993,45,44,77.8,38.6,109.0,98.5
Chicago Bulls,1993,49,51,77.6,60.8,107.1,99.9
San Antonio Spurs,1993,48,47,77.1,44.7,106.3,96.8
Atlanta Hawks,1993,40,44,75.0,45.5,111.7,101.1
Utah Jazz,1993,44,45,72.7,42.2,104.4,102.5
Portland Trail Blazers,1993,43,46,69.8,47.8,106.8,106.6
Charlotte Hornets,1993,47,45,66.0,42.2,110.9,106.3
Orlando Magic,1993,41,45,65.9,37.8,105.4,102.9
New Jersey Nets,1993,43,43,65.1,27.9,102.7,98.6
Boston Celtics,1993,45,41,64.4,48.8,105.2,100.6
Miami Heat,1993,43,38,62.8,34.2,105.7,101.1
Indiana Pacers,1993,42,42,61.9,31.0,107.1,102.4
Los Angeles Clippers,1993,43,44,60.5,29.5,105.1,102.6
Detroit Pistons,1993,44,39,54.5,25.6,101.9,97.3
Golden State Warriors,1993,43,38,44.2,36.8,105.7,105.1
Philadelphia 76ers,1993,42,42,42.9,23.8,101.6,100.1
Los Angeles Lakers,1993,41,48,39.0,39.6,102.4,102.0
Washington Bullets,1993,41,41,34.1,19.5,102.9,98.0
Sacramento Kings,1993,41,42,34.1,21.4,106.1,106.4
Milwaukee Bucks,1993,41,43,34.1,25.6,101.0,99.6
Minnesota Timberwolves,1993,43,43,27.9,23.3,96.7,98.6
Dallas Mavericks,1993,42,42,11.9,14.3,98.0,96.0
Phoenix Suns,1992,45,41,91.1,43.9,118.6,109.2
Utah Jazz,1992,52,41,84.6,46.3,110.7,103.0
Portland Trail Blazers,1992,49,50,83.7,54.0,113.0,108.9
Chicago Bulls,1992,53,51,83.0,68.6,107.0,104.3
Cleveland Cavaliers,1992,51,49,76.5,51.0,110.8,104.1
Seattle SuperSonics,1992,46,43,76.1,44.2,111.0,105.2
Boston Celtics,1992,44,48,75.0,35.4,109.4,100.3
Los Angeles Clippers,1992,39,44,74.4,38.6,107.3,103.8
New York Knicks,1992,48,47,72.9,46.8,100.3,97.0
San Antonio Spurs,1992,42,40,71.4,37.5,107.7,103.5
Houston Rockets,1992,40,38,70.0,31.6,105.7,99.1
Golden State Warriors,1992,42,45,69.0,51.1,119.2,116.3
Detroit Pistons,1992,39,44,66.7,52.3,97.9,96.5
New Jersey Nets,1992,41,44,63.4,45.5,106.0,104.7
Indiana Pacers,1992,39,44,59.0,40.9,110.5,110.3
Charlotte Hornets,1992,39,39,59.0,35.9,111.5,109.7
Los Angeles Lakers,1992,44,39,56.8,43.6,103.9,99.8
Milwaukee Bucks,1992,39,41,56.4,14.6,106.9,98.4
Miami Heat,1992,41,40,56.1,22.5,108.9,100.1
Sacramento Kings,1992,42,38,52.4,23.7,108.2,104.4
Atlanta Hawks,1992,41,40,51.2,40.0,106.3,105.3
Orlando Magic,1992,38,39,47.4,25.6,104.2,104.6
Philadelphia 76ers,1992,39,39,46.2,30.8,104.5,102.6
Washington Bullets,1992,41,40,39.0,15.0,105.8,100.4
Denver Nuggets,1992,37,43,37.8,11.6,102.9,99.1
Dallas Mavericks,1992,38,39,26.3,5.1,101.5,94.3
Minnesota Timberwolves,1992,38,41,21.1,19.5,101.7,101.2
Utah Jazz,1991,41,52,90.2,40.4,109.3,102.3
Chicago Bulls,1991,48,50,87.5,76.0,110.3,107.7
Portland Trail Blazers,1991,52,44,80.8,50.0,113.7,106.7
Boston Celtics,1991,46,48,78.3,43.8,114.9,104.5
Phoenix Suns,1991,41,47,78.0,53.2,115.1,105.7
San Antonio Spurs,1991,43,47,76.7,42.6,110.3,99.0
Cleveland Cavaliers,1991,40,41,75.0,26.8,107.8,100.8
Los Angeles Lakers,1991,51,53,74.5,60.4,106.1,101.5
Seattle SuperSonics,1991,44,44,72.7,31.8,109.3,101.8
Houston Rockets,1991,42,43,71.4,51.2,104.9,103.2
Atlanta Hawks,1991,43,44,69.8,29.5,111.6,104.1
Golden State Warriors,1991,45,45,68.9,46.7,118.5,113.5
New York Knicks,1991,41,43,68.3,39.5,104.3,100.8
Milwaukee Bucks,1991,42,42,66.7,31.0,109.8,102.9
Indiana Pacers,1991,45,43,66.7,32.6,116.6,110.7
Detroit Pistons,1991,52,45,63.5,44.4,100.3,100.2
Sacramento Kings,1991,40,43,62.5,4.7,100.1,96.8
Philadelphia 76ers,1991,44,46,59.1,34.8,104.7,101.4
Los Angeles Clippers,1991,44,40,59.1,25.0,103.5,103.5
Miami Heat,1991,41,42,58.5,14.3,104.3,100.5
Denver Nuggets,1991,44,37,52.3,8.1,112.4,108.8
Orlando Magic,1991,44,37,50.0,21.6,103.2,104.5
Dallas Mavericks,1991,44,41,47.7,22.0,101.3,97.8
New Jersey Nets,1991,41,42,46.3,19.0,105.6,101.3
Washington Bullets,1991,42,41,42.9,29.3,102.5,98.9
Minnesota Timberwolves,1991,43,39,41.9,17.9,101.4,99.8
Charlotte Hornets,1991,41,45,39.0,20.0,101.2,105.3
Detroit Pistons,1990,53,50,88.7,56.0,104.7,102.5
Chicago Bulls,1990,52,47,86.5,44.7,112.8,105.2
Portland Trail Blazers,1990,54,51,85.2,64.7,117.8,111.8
Philadelphia 76ers,1990,49,44,83.7,45.5,114.6,105.0
Utah Jazz,1990,42,46,83.3,47.8,111.1,101.8
San Antonio Spurs,1990,45,46,82.2,54.3,111.5,106.3
Los Angeles Lakers,1990,47,43,80.9,58.1,113.5,105.9
Boston Celtics,1990,45,42,80.0,57.1,119.4,107.4
Phoenix Suns,1990,48,52,79.2,59.6,118.4,113.2
Milwaukee Bucks,1990,44,43,75.0,41.9,109.4,104.5
Houston Rockets,1990,45,40,73.3,32.5,111.0,103.2
Golden State Warriors,1990,41,42,70.7,31.0,122.5,114.4
Dallas Mavericks,1990,40,43,67.5,34.9,103.5,100.3
Seattle SuperSonics,1990,39,44,66.7,31.8,111.0,100.9
Cleveland Cavaliers,1990,45,44,62.2,36.4,105.6,102.5
Indiana Pacers,1990,42,44,61.9,18.2,110.4,107.0
Atlanta Hawks,1990,41,42,56.1,40.5,110.2,106.3
New York Knicks,1990,47,45,53.2,35.6,107.0,103.0
Minnesota Timberwolves,1990,39,41,48.7,12.2,95.2,93.1
Denver Nuggets,1990,42,43,47.6,23.3,119.3,115.9
Washington Bullets,1990,38,44,47.4,27.3,109.3,105.6
Los Angeles Clippers,1990,41,44,46.3,27.3,102.2,103.0
New Jersey Nets,1990,44,38,38.6,5.3,105.0,100.2
Sacramento Kings,1990,39,43,38.5,16.3,101.6,97.3
Charlotte Hornets,1990,40,43,32.5,20.9,102.8,104.8
Miami Heat,1990,42,39,31.0,15.4,103.0,101.5
Orlando Magic,1990,41,42,29.3,9.5,111.5,108.0
Detroit Pistons,1989,50,51,90.0,60.8,105.6,104.2
Denver Nuggets,1989,39,47,87.2,25.5,119.4,111.2
New York Knicks,1989,45,45,86.7,44.4,116.6,111.2
Los Angeles Lakers,1989,52,43,82.7,62.8,117.9,106.3
Boston Celtics,1989,41,45,78.0,31.1,111.4,105.2
Utah Jazz,1989,45,39,77.8,46.2,108.3,101.3
Cleveland Cavaliers,1989,44,44,77.3,34.1,107.5,101.5
Chicago Bulls,1989,50,50,76.0,44.0,108.1,104.3
Phoenix Suns,1989,49,43,75.5,48.8,119.2,115.7
Seattle SuperSonics,1989,47,43,74.5,32.6,113.6,106.7
Washington Bullets,1989,46,38,73.9,26.3,110.2,105.0
Philadelphia 76ers,1989,38,46,73.7,39.1,112.7,105.9
Milwaukee Bucks,1989,44,49,72.7,40.8,110.5,103.8
Atlanta Hawks,1989,43,43,72.1,46.5,111.7,108.7
Houston Rockets,1989,39,48,71.8,25.0,110.4,102.6
Golden State Warriors,1989,46,46,67.4,32.6,120.8,113.1
Portland Trail Blazers,1989,45,42,66.7,28.6,116.1,110.6
Indiana Pacers,1989,42,41,64.3,36.6,108.1,107.4
San Antonio Spurs,1989,40,41,60.0,22.0,109.2,101.0
Dallas Mavericks,1989,38,46,57.9,30.4,103.6,99.9
Sacramento Kings,1989,45,39,48.9,15.4,106.6,105.6
Orlando Magic,1989,13,16,46.2,18.8,109.3,108.1
Los Angeles Clippers,1989,45,35,42.2,5.7,109.4,99.7
New Jersey Nets,1989,37,44,37.8,18.2,102.2,99.5
Miami Heat,1989,41,44,31.7,13.6,102.0,95.2
Minnesota Timberwolves,1989,15,14,26.7,14.3,96.5,95.4
Charlotte Hornets,1989,42,39,26.2,17.9,101.5,103.4
Los Angeles Lakers,1988,51,58,90.2,51.7,114.7,107.7
Cleveland Cavaliers,1988,43,43,86.0,37.2,110.3,102.1
Utah Jazz,1988,47,47,83.0,36.2,110.7,104.3
New York Knicks,1988,41,46,82.9,30.4,111.2,109.6
Boston Celtics,1988,53,47,81.1,40.4,115.6,105.2
Detroit Pistons,1988,52,56,80.8,50.0,105.0,103.6
Denver Nuggets,1988,50,44,80.0,45.5,121.5,115.3
Portland Trail Blazers,1988,43,43,79.1,44.2,117.0,112.0
Chicago Bulls,1988,46,46,76.1,41.3,105.8,103.8
Houston Rockets,1988,48,41,75.0,36.6,113.3,107.5
Atlanta Hawks,1988,50,45,74.0,40.0,113.1,105.4
Seattle SuperSonics,1988,44,41,72.7,31.7,119.2,106.4
Milwaukee Bucks,1988,44,44,72.7,27.3,110.0,102.9
Dallas Mavericks,1988,54,46,72.2,52.2,111.3,106.4
Philadelphia 76ers,1988,46,40,69.6,17.5,112.2,105.1
Washington Bullets,1988,41,47,65.9,27.7,107.9,103.0
Phoenix Suns,1988,42,42,64.3,16.7,113.8,108.6
Indiana Pacers,1988,40,43,52.5,20.9,105.1,103.3
Sacramento Kings,1988,36,43,50.0,11.6,106.3,103.6
Charlotte Hornets,1988,14,13,50.0,7.7,103.7,102.5
Golden State Warriors,1988,41,42,46.3,19.0,111.3,104.9
New Jersey Nets,1988,42,43,42.9,18.6,103.4,100.2
Los Angeles Clippers,1988,38,48,42.1,6.3,103.8,100.0
San Antonio Spurs,1988,44,43,40.9,16.3,113.5,108.4
Miami Heat,1988,14,13,14.3,7.7,97.4,91.4
Boston Celtics,1987,53,49,90.6,42.9,116.9,109.8
Los Angeles Lakers,1987,51,47,90.2,68.1,120.4,113.9
Detroit Pistons,1987,46,49,84.8,49.0,116.1,109.7
Dallas Mavericks,1987,42,41,83.3,46.3,118.0,108.7
Atlanta Hawks,1987,46,45,82.6,51.1,113.3,101.8
Portland Trail Blazers,1987,40,42,82.5,35.7,118.4,115.9
Seattle SuperSonics,1987,41,55,73.2,29.1,116.3,109.0
Milwaukee Bucks,1987,46,43,71.7,44.2,112.5,109.5
Utah Jazz,1987,44,42,70.5,23.8,110.6,103.0
Houston Rockets,1987,42,48,69.0,43.8,109.2,105.8
Denver Nuggets,1987,41,41,68.3,29.3,121.9,111.4
Philadelphia 76ers,1987,37,45,67.6,40.0,109.5,102.5
Chicago Bulls,1987,41,43,65.9,32.6,108.0,102.0
San Antonio Spurs,1987,41,36,63.4,19.4,112.9,111.8
Indiana Pacers,1987,43,40,62.8,35.0,106.6,105.5
Phoenix Suns,1987,40,37,60.0,24.3,113.1,107.3
Cleveland Cavaliers,1987,41,39,58.5,15.4,106.0,102.3
Washington Bullets,1987,40,41,57.5,31.7,107.3,103.7
Golden State Warriors,1987,42,43,54.8,23.3,114.3,105.8
Sacramento Kings,1987,40,42,52.5,16.7,115.7,108.0
New York Knicks,1987,41,38,46.3,13.2,107.2,102.8
New Jersey Nets,1987,44,36,40.9,8.3,107.6,106.9
Los Angeles Clippers,1987,39,39,30.8,10.3,102.4,103.4
Boston Celtics,1986,50,49,96.0,63.3,118.8,108.3
Atlanta Hawks,1986,41,47,87.8,48.9,115.8,107.0
Los Angeles Lakers,1986,49,45,85.7,55.6,120.1,111.2
Milwaukee Bucks,1986,48,44,79.2,52.3,111.8,110.3
Detroit Pistons,1986,42,38,78.6,42.1,113.9,109.5
Denver Nuggets,1986,43,48,76.7,27.1,118.2,111.2
Utah Jazz,1986,41,41,75.6,34.1,111.3,103.1
Philadelphia 76ers,1986,49,44,73.5,47.7,111.2,108.2
Dallas Mavericks,1986,44,47,72.7,46.8,116.6,115.3
Houston Rockets,1986,50,48,72.0,39.6,111.0,107.9
Washington Bullets,1986,39,47,66.7,29.8,107.2,100.2
Portland Trail Blazers,1986,41,41,65.9,31.7,117.8,114.7
Phoenix Suns,1986,40,43,62.5,23.3,114.4,107.0
Golden State Warriors,1986,38,41,60.5,29.3,117.1,110.3
Indiana Pacers,1986,40,41,57.5,19.5,105.4,103.3
Chicago Bulls,1986,41,38,56.1,21.1,108.5,104.3
Seattle SuperSonics,1986,45,33,53.3,30.3,108.6,106.4
Sacramento Kings,1986,45,37,53.3,32.4,109.8,106.8
Cleveland Cavaliers,1986,38,41,50.0,22.0,109.4,102.5
New Jersey Nets,1986,37,43,45.9,23.3,110.0,104.2
Los Angeles Clippers,1986,40,38,42.5,21.1,107.8,106.2
San Antonio Spurs,1986,40,43,40.0,18.6,110.0,106.7
New York Knicks,1986,38,42,36.8,16.7,101.2,98.3
Los Angeles Lakers,1985,50,49,88.0,73.5,124.5,118.2
Boston Celtics,1985,52,49,84.6,59.2,116.6,109.1
Denver Nuggets,1985,50,47,82.0,40.4,121.9,117.2
Milwaukee Bucks,1985,45,46,80.0,56.5,116.8,111.7
Philadelphia 76ers,1985,47,49,78.7,49.0,114.3,107.5
Houston Rockets,1985,44,44,77.3,40.9,115.5,113.2
Portland Trail Blazers,1985,48,47,75.0,34.0,116.2,115.2
San Antonio Spurs,1985,42,45,73.8,37.8,115.3,109.2
New Jersey Nets,1985,45,41,73.3,34.1,113.2,107.5
Detroit Pistons,1985,48,44,68.8,38.6,115.3,117.7
Chicago Bulls,1985,42,47,64.3,19.1,111.9,106.1
Utah Jazz,1985,45,48,60.0,41.7,112.4,105.9
Dallas Mavericks,1985,42,43,59.5,44.2,116.4,112.2
Kansas City Kings,1985,28,25,57.1,16.0,118.4,112.7
Washington Bullets,1985,44,40,56.8,30.0,106.9,102.6
Atlanta Hawks,1985,40,40,55.0,35.0,107.5,102.6
Phoenix Suns,1985,40,42,52.5,19.0,109.1,107.4
Cleveland Cavaliers,1985,45,45,51.1,48.9,109.2,111.9
Seattle SuperSonics,1985,38,44,50.0,22.7,105.4,101.7
Golden State Warriors,1985,42,44,45.2,11.4,113.3,109.9
Los Angeles Clippers,1985,41,40,43.9,25.0,109.9,106.7
Indiana Pacers,1985,41,41,43.9,12.2,108.1,105.0
Sacramento Kings,1985,14,17,42.9,17.6,107.9,107.6
New York Knicks,1985,42,38,40.5,15.8,103.0,99.8
Boston Celtics,1984,53,52,86.8,63.5,115.2,110.6
Milwaukee Bucks,1984,52,49,76.9,44.9,108.0,104.6
Phoenix Suns,1984,49,51,75.5,29.4,114.7,105.4
Seattle SuperSonics,1984,44,46,75.0,26.1,108.0,101.3
Los Angeles Lakers,1984,51,55,72.5,61.8,118.1,113.3
Philadelphia 76ers,1984,45,44,71.1,56.8,111.5,106.6
Utah Jazz,1984,48,46,70.8,23.9,114.4,107.8
San Antonio Spurs,1984,40,42,70.0,26.2,122.5,118.4
Denver Nuggets,1984,43,43,69.8,34.9,125.0,118.9
Portland Trail Blazers,1984,42,43,69.0,32.6,115.4,110.4
New York Knicks,1984,47,50,68.1,32.0,109.1,104.8
Washington Bullets,1984,45,44,66.7,22.7,105.2,99.2
Dallas Mavericks,1984,47,45,66.0,33.3,110.5,105.9
Atlanta Hawks,1984,42,46,64.3,26.1,106.5,101.7
New Jersey Nets,1984,48,46,62.5,45.7,108.2,107.3
Detroit Pistons,1984,42,46,61.9,54.3,114.3,116.8
Golden State Warriors,1984,39,40,61.5,20.0,111.5,106.5
Kansas City Kings,1984,41,44,58.5,27.3,112.3,108.7
Houston Rockets,1984,41,41,58.5,26.8,112.8,108.3
San Diego Clippers,1984,28,22,57.1,13.6,117.0,103.7
Los Angeles Clippers,1984,18,15,55.6,26.7,105.7,104.3
Cleveland Cavaliers,1984,42,37,45.2,16.2,104.8,101.8
Indiana Pacers,1984,43,41,44.2,19.5,106.8,106.2
Chicago Bulls,1984,42,44,40.5,31.8,103.5,107.0
Philadelphia 76ers,1983,47,47,87.2,70.2,111.0,107.3
Milwaukee Bucks,1983,41,48,78.0,43.8,107.0,102.8
Portland Trail Blazers,1983,45,45,77.8,37.8,114.1,106.3
Boston Celtics,1983,44,47,77.3,55.3,113.9,107.2
Denver Nuggets,1983,45,47,75.6,31.9,126.7,120.1
Phoenix Suns,1983,43,42,74.4,42.9,114.4,104.5
Atlanta Hawks,1983,48,39,72.9,28.2,103.1,98.6
San Antonio Spurs,1983,47,45,72.3,35.6,120.4,113.8
Los Angeles Lakers,1983,50,45,72.0,55.6,115.1,112.7
New Jersey Nets,1983,42,43,71.4,37.2,109.9,106.5
Dallas Mavericks,1983,42,42,71.4,28.6,114.7,109.2
Kansas City Kings,1983,40,44,70.0,29.5,117.3,109.0
New York Knicks,1983,45,44,68.9,47.7,104.6,102.1
Washington Bullets,1983,42,40,66.7,32.5,102.8,99.6
Detroit Pistons,1983,43,37,65.1,24.3,113.7,116.0
Seattle SuperSonics,1983,41,41,63.4,29.3,112.1,107.5
Utah Jazz,1983,40,41,60.0,34.1,114.6,111.3
San Diego Clippers,1983,39,44,59.0,15.9,111.8,105.4
Golden State Warriors,1983,43,42,55.8,21.4,109.8,105.9
Cleveland Cavaliers,1983,41,43,48.8,18.6,97.8,100.0
Chicago Bulls,1983,40,39,45.0,30.8,108.2,106.2
Houston Rockets,1983,42,42,35.7,16.7,106.6,101.7
Indiana Pacers,1983,39,42,30.8,9.5,111.6,103.4
Philadelphia 76ers,1982,53,51,79.2,58.8,114.5,107.1
Los Angeles Lakers,1982,48,48,79.2,64.6,117.4,113.6
Boston Celtics,1982,49,46,77.6,69.6,116.6,109.4
Seattle SuperSonics,1982,48,45,75.0,53.3,108.4,106.3
Milwaukee Bucks,1982,45,46,71.1,54.3,108.7,109.5
Portland Trail Blazers,1982,42,44,69.0,34.1,110.0,107.2
Phoenix Suns,1982,45,46,68.9,41.3,109.2,103.7
New Jersey Nets,1982,42,43,66.7,51.2,106.1,107.9
San Antonio Spurs,1982,47,49,66.0,46.9,115.9,108.2
Denver Nuggets,1982,44,42,63.6,42.9,129.4,123.5
Atlanta Hawks,1982,40,45,62.5,42.2,104.5,99.1
Kansas City Kings,1982,43,37,60.5,27.0,113.3,106.5
Golden State Warriors,1982,42,42,59.5,38.1,110.7,108.4
Washington Bullets,1982,44,46,59.1,52.2,101.4,104.3
Indiana Pacers,1982,41,40,56.1,17.5,104.2,103.1
Detroit Pistons,1982,42,42,54.8,45.2,115.2,109.8
Houston Rockets,1982,43,41,53.5,39.0,103.9,101.6
Chicago Bulls,1982,42,40,52.4,25.0,111.0,110.4
New York Knicks,1982,41,41,46.3,24.4,106.0,100.2
Utah Jazz,1982,43,42,44.2,19.0,115.5,110.2
Dallas Mavericks,1982,38,43,42.1,39.5,107.6,108.3
San Diego Clippers,1982,41,44,24.4,13.6,110.5,108.0
Cleveland Cavaliers,1982,41,41,19.5,12.2,102.6,99.8
Boston Celtics,1981,46,45,87.0,60.0,109.8,106.1
Philadelphia 76ers,1981,43,43,83.7,55.8,115.0,107.3
Milwaukee Bucks,1981,41,38,82.9,57.9,110.9,108.8
Phoenix Suns,1981,40,37,82.5,32.4,110.7,102.7
San Antonio Spurs,1981,40,37,77.5,45.9,114.9,107.3
Portland Trail Blazers,1981,35,38,74.3,42.1,112.6,111.6
Los Angeles Lakers,1981,38,37,73.7,67.6,114.5,109.0
Golden State Warriors,1981,38,33,63.2,30.3,115.5,108.8
Denver Nuggets,1981,38,36,63.2,38.9,127.2,119.8
Chicago Bulls,1981,38,41,63.2,39.0,110.3,103.8
Seattle SuperSonics,1981,35,37,62.9,35.1,105.1,103.9
Indiana Pacers,1981,39,36,61.5,41.7,104.6,104.9
Kansas City Kings,1981,43,42,58.1,38.1,105.8,101.6
Houston Rockets,1981,48,47,56.3,44.7,103.5,103.5
Washington Bullets,1981,34,38,55.9,42.1,105.1,105.5
Utah Jazz,1981,35,37,51.4,10.8,104.3,97.7
New York Knicks,1981,36,40,50.0,55.0,106.6,104.8
New Jersey Nets,1981,35,36,42.9,22.2,108.1,103.8
San Diego Clippers,1981,36,35,41.7,28.6,111.5,106.5
Detroit Pistons,1981,34,39,41.2,25.6,104.8,103.4
Cleveland Cavaliers,1981,33,38,39.4,21.1,107.6,104.8
Atlanta Hawks,1981,34,37,35.3,35.1,103.9,100.0
Dallas Mavericks,1981,39,31,33.3,12.9,104.7,102.8
Philadelphia 76ers,1980,49,53,87.8,64.2,109.5,108.2
Phoenix Suns,1980,47,44,87.2,52.3,113.9,108.7
Los Angeles Lakers,1980,49,49,81.6,61.2,115.2,111.0
Boston Celtics,1980,48,42,79.2,66.7,113.5,109.8
Milwaukee Bucks,1980,43,45,74.4,57.8,112.8,108.6
Atlanta Hawks,1980,45,41,71.1,29.3,105.4,100.5
San Antonio Spurs,1980,44,43,70.5,41.9,120.3,111.1
New York Knicks,1980,42,38,69.0,42.1,112.3,110.0
Portland Trail Blazers,1980,43,41,65.1,26.8,107.3,104.7
Kansas City Kings,1980,40,46,65.0,37.0,108.8,104.2
Indiana Pacers,1980,42,41,64.3,34.1,113.1,108.6
Washington Bullets,1980,43,45,62.8,28.9,108.3,103.1
Seattle SuperSonics,1980,49,48,61.2,47.9,106.8,105.5
Chicago Bulls,1980,43,41,60.5,26.8,111.4,106.6
Houston Rockets,1980,44,46,59.1,34.8,110.4,106.7
San Diego Clippers,1980,38,42,57.9,26.2,107.9,103.7
Denver Nuggets,1980,39,40,53.8,20.0,114.4,111.4
Cleveland Cavaliers,1980,43,40,53.5,20.0,110.6,104.3
Golden State Warriors,1980,39,44,51.3,29.5,107.3,105.7
Utah Jazz,1980,42,40,45.2,22.5,105.1,100.3
New Jersey Nets,1980,40,44,42.5,31.8,109.5,108.0
Detroit Pistons,1980,43,39,27.9,10.3,104.0,103.7
Dallas Mavericks,1980,19,22,21.1,4.5,98.8,98.1
Phoenix Suns,1979,51,48,82.4,39.6,113.3,107.4
Seattle SuperSonics,1979,50,53,82.0,52.8,110.3,103.6
Philadelphia 76ers,1979,47,48,78.7,39.6,112.0,106.0
Atlanta Hawks,1979,47,47,78.7,42.6,110.0,104.4
Los Angeles Lakers,1979,46,48,78.3,39.6,115.3,110.5
Kansas City Kings,1979,46,47,78.3,31.9,113.8,109.0
Houston Rockets,1979,42,45,73.8,31.1,116.0,112.2
Portland Trail Blazers,1979,45,47,73.3,31.9,104.6,104.5
San Diego Clippers,1979,46,38,71.7,31.6,115.9,105.6
San Antonio Spurs,1979,48,49,70.8,36.7,121.3,113.9
Boston Celtics,1979,41,45,70.7,35.6,110.4,109.5
Indiana Pacers,1979,40,45,70.0,35.6,111.6,106.7
Milwaukee Bucks,1979,41,42,68.3,40.5,113.9,111.3
Denver Nuggets,1979,45,44,66.7,34.1,113.3,104.9
Cleveland Cavaliers,1979,42,44,61.9,20.5,114.3,108.7
Washington Bullets,1979,54,45,61.1,46.7,107.9,109.4
New Jersey Nets,1979,45,43,60.0,18.6,107.5,103.8
New York Knicks,1979,41,43,56.1,18.6,113.0,109.8
Detroit Pistons,1979,41,44,53.7,13.6,110.4,108.4
New Orleans Jazz,1979,24,21,50.0,9.5,111.5,104.0
Golden State Warriors,1979,44,40,47.7,27.5,106.0,99.8
Utah Jazz,1979,19,20,42.1,20.0,105.6,100.0
Chicago Bulls,1979,42,41,40.5,26.8,107.4,104.0
Philadelphia 76ers,1978,46,47,87.0,46.8,115.5,111.9
Seattle SuperSonics,1978,55,46,83.6,41.3,108.7,101.6
Los Angeles Lakers,1978,43,45,81.4,40.0,116.2,110.2
Portland Trail Blazers,1978,45,45,80.0,33.3,110.0,101.2
Phoenix Suns,1978,44,44,79.5,38.6,119.0,109.5
San Antonio Spurs,1978,44,46,77.3,50.0,120.4,113.2
Atlanta Hawks,1978,43,43,76.7,23.3,110.4,102.2
Washington Bullets,1978,53,53,73.6,43.4,114.3,109.5
Milwaukee Bucks,1978,45,48,71.1,25.0,115.2,109.0
Denver Nuggets,1978,49,48,69.4,33.3,114.1,108.2
Golden State Warriors,1978,42,41,66.7,43.9,108.2,104.8
New York Knicks,1978,45,47,64.4,34.0,111.7,110.8
New Orleans Jazz,1978,42,43,64.3,23.3,110.4,105.7
Cleveland Cavaliers,1978,44,42,59.1,31.0,108.5,102.6
Kansas City Kings,1978,41,41,58.5,34.1,110.6,111.0
Chicago Bulls,1978,41,43,58.5,25.6,106.9,99.7
San Diego Clippers,1978,18,21,55.6,38.1,111.4,111.0
Detroit Pistons,1978,40,45,55.0,28.9,113.4,108.1
Houston Rockets,1978,42,41,54.8,26.8,110.4,102.5
Boston Celtics,1978,43,39,53.5,28.2,109.4,102.9
New Jersey Nets,1978,42,40,52.4,27.5,108.2,107.3
Indiana Pacers,1978,43,43,46.5,18.6,108.4,106.4
Buffalo Braves,1978,25,24,44.0,12.5,106.4,106.8
Portland Trail Blazers,1977,49,49,89.8,46.9,114.6,107.9
Denver Nuggets,1977,42,47,85.7,29.8,117.8,107.3
Chicago Bulls,1977,44,46,84.1,37.0,104.6,99.4
Philadelphia 76ers,1977,55,47,80.0,42.6,113.9,109.3
Washington Bullets,1977,48,44,79.2,43.2,106.5,108.9
Los Angeles Lakers,1977,47,46,74.5,37.0,107.4,104.3
Golden State Warriors,1977,45,51,73.3,33.3,112.7,104.0
Houston Rockets,1977,46,51,71.7,31.4,109.8,101.7
San Antonio Spurs,1977,43,42,67.4,38.1,116.0,113.6
Phoenix Suns,1977,43,43,67.4,27.9,112.6,103.8
New York Knicks,1977,42,42,66.7,33.3,112.5,108.4
Kansas City Kings,1977,42,38,66.7,23.7,111.4,106.7
Boston Celtics,1977,46,47,65.2,27.7,106.3,101.7
Cleveland Cavaliers,1977,43,42,65.1,33.3,103.8,100.1
Milwaukee Bucks,1977,44,40,63.6,32.5,111.0,110.9
New Orleans Jazz,1977,34,47,61.8,21.3,109.9,100.8
Detroit Pistons,1977,46,37,60.9,32.4,110.3,104.5
Indiana Pacers,1977,38,39,57.9,30.8,111.4,106.7
Atlanta Hawks,1977,38,42,57.9,33.3,103.2,102.6
Seattle SuperSonics,1977,43,39,55.8,38.5,105.3,101.0
Buffalo Braves,1977,41,40,53.7,17.5,104.5,101.9
New Jersey Nets,1977,16,18,37.5,11.1,108.2,103.2
New York Nets,1977,26,24,19.2,20.8,94.2,94.3
Denver Nuggets,1976,18,15,94.4,40.0,116.5,106.1
San Antonio Spurs,1976,16,18,87.5,22.2,119.1,108.7
Seattle SuperSonics,1976,43,47,81.4,21.3,109.1,105.1
Portland Trail Blazers,1976,43,41,81.4,31.7,113.1,102.8
Cleveland Cavaliers,1976,49,46,79.6,39.1,101.6,99.0
Boston Celtics,1976,49,53,79.6,43.4,107.8,102.1
Los Angeles Lakers,1976,41,39,78.0,20.5,110.8,102.6
Golden State Warriors,1976,51,44,76.5,45.5,115.1,107.9
